CollectionID,LoanID,CollectionDate,CollectionMethod,CollectionResult
COL004480,LOAN004328,2022-08-21,Phone,Success
COL004481,LOAN002938,2025-08-30,In-person,Success
COL004482,LOAN008272,2023-03-13,SMS,Success
COL004483,LOAN008122,2022-08-30,Phone,Failure
COL004484,LOAN008022,2023-05-10,Phone,Failure
COL004485,LOAN008652,2020-11-29,SMS,Success
COL004486,LOAN008486,2025-02-28,In-person,Success
COL004487,LOAN004080,2020-06-17,SMS,Success
COL004488,LOAN002014,2021-03-20,In-person,Failure
COL004489,LOAN000209,2020-06-02,In-person,Success
COL004490,LOAN002226,2019-08-27,SMS,Success
COL004491,LOAN007445,2025-01-13,Phone,Failure
COL004492,LOAN005376,2020-11-25,SMS,Success
COL004493,LOAN003536,2026-02-15,Phone,Success
COL004494,LOAN002617,2023-05-21,SMS,Success
COL004495,LOAN002115,2028-11-24,Phone,Failure
COL004496,LOAN003887,2026-05-03,Phone,Failure
COL004497,LOAN006817,2025-02-15,Phone,Failure
COL004498,LOAN007255,2021-02-19,Phone,Success
COL004499,LOAN004914,2026-07-05,Phone,Success
COL004500,LOAN002147,2020-07-23,In-person,Success
COL004501,LOAN001681,2023-04-03,Phone,Success
COL004502,LOAN003653,2025-02-03,Phone,Success
COL004503,LOAN000038,2019-06-19,Phone,Success
COL004504,LOAN002548,2021-02-25,SMS,Success
COL004505,LOAN005401,2024-04-14,Phone,Success
COL004506,LOAN005775,2024-05-15,In-person,Success
COL004507,LOAN006296,2028-02-13,Phone,Success
COL004508,LOAN002365,2022-07-01,Phone,Success
COL004509,LOAN007790,2025-07-21,Phone,Success
COL004510,LOAN008487,2019-11-12,Phone,Success
COL004511,LOAN005532,2024-07-04,SMS,Failure
COL004512,LOAN005786,2021-10-14,SMS,Success
COL004513,LOAN004073,2020-11-18,Phone,Failure
COL004514,LOAN009973,2025-03-08,Phone,Success
COL004515,LOAN007951,2023-05-31,Phone,Success
COL004516,LOAN006439,2024-03-16,SMS,Failure
COL004517,LOAN002139,2022-03-05,Phone,Success
COL004518,LOAN007264,2023-06-24,Phone,Success
COL004519,LOAN000684,2019-12-29,Phone,Success
COL004520,LOAN009513,2023-03-16,Phone,Success
COL004521,LOAN003225,2024-04-30,Phone,Failure
COL004522,LOAN005542,2021-10-07,Phone,Failure
COL004523,LOAN004252,2025-03-05,SMS,Success
COL004524,LOAN008874,2019-12-18,Phone,Success
COL004525,LOAN009563,2022-10-26,Phone,Success
COL004526,LOAN006470,2019-10-02,SMS,Success
COL004527,LOAN003967,2025-01-01,SMS,Success
COL004528,LOAN002897,2023-11-18,Phone,Failure
COL004529,LOAN007216,2021-04-04,SMS,Success
COL004530,LOAN006711,2022-11-01,Phone,Success
COL004531,LOAN003169,2026-04-05,SMS,Failure
COL004532,LOAN001667,2020-09-06,Phone,Success
COL004533,LOAN008964,2020-12-31,Phone,Failure
COL004534,LOAN001424,2025-02-04,Phone,Success
COL004535,LOAN005702,2023-09-16,Phone,Failure
COL004536,LOAN001664,2020-06-26,Phone,Success
COL004537,LOAN002565,2020-01-27,SMS,Success
COL004538,LOAN004393,2023-11-12,Phone,Success
COL004539,LOAN009252,2025-09-22,SMS,Success
COL004540,LOAN009292,2024-11-24,Phone,Success
COL004541,LOAN009166,2024-05-16,In-person,Failure
COL004542,LOAN004743,2025-05-28,In-person,Failure
COL004543,LOAN002019,2021-08-10,In-person,Failure
COL004544,LOAN008238,2024-09-21,SMS,Success
COL004545,LOAN009975,2024-09-03,SMS,Success
COL004546,LOAN001219,2021-05-16,SMS,Success
COL004547,LOAN001788,2021-07-19,In-person,Success
COL004548,LOAN008426,2021-08-11,In-person,Success
COL004549,LOAN005659,2022-01-07,SMS,Failure
COL004550,LOAN000032,2025-02-18,In-person,Success
COL004551,LOAN002442,2022-06-23,Phone,Failure
COL004552,LOAN006046,2020-08-31,In-person,Failure
COL004553,LOAN008266,2019-07-24,In-person,Failure
COL004554,LOAN008250,2024-05-21,In-person,Success
COL004555,LOAN002309,2023-08-06,Phone,Success
COL004556,LOAN003867,2021-12-09,Phone,Success
COL004557,LOAN007364,2022-05-22,Phone,Failure
COL004558,LOAN004744,2023-08-28,Phone,Success
COL004559,LOAN009234,2020-05-23,SMS,Success
COL004560,LOAN005127,2020-09-16,SMS,Success
COL004561,LOAN004237,2024-01-11,In-person,Success
COL004562,LOAN001306,2021-08-13,SMS,Failure
COL004563,LOAN007518,2023-05-18,Phone,Success
COL004564,LOAN005328,2023-01-28,SMS,Success
COL004565,LOAN006420,2023-10-11,In-person,Failure
COL004566,LOAN009312,2026-07-14,In-person,Success
COL004567,LOAN006593,2021-08-16,In-person,Success
COL004568,LOAN007847,2021-07-10,In-person,Failure
COL004569,LOAN006534,2020-02-27,SMS,Success
COL004570,LOAN004286,2021-12-26,Phone,Success
COL004571,LOAN004554,2022-09-23,Phone,Success
COL004572,LOAN006255,2022-08-15,Phone,Success
COL004573,LOAN006143,2025-07-21,Phone,Success
COL004574,LOAN002011,2022-05-22,SMS,Success
COL004575,LOAN003420,2024-05-18,Phone,Failure
COL004576,LOAN006944,2021-12-31,SMS,Failure
COL004577,LOAN005561,2025-11-24,In-person,Success
COL004578,LOAN008631,2023-09-22,Phone,Failure
COL004579,LOAN006368,2023-03-07,Phone,Success
COL004580,LOAN000417,2022-12-09,Phone,Success
COL004581,LOAN000602,2020-02-20,SMS,Success
COL004582,LOAN004702,2024-07-30,SMS,Success
COL004583,LOAN001375,2026-01-28,Phone,Failure
COL004584,LOAN000876,2026-05-14,In-person,Success
COL004585,LOAN002388,2021-03-28,Phone,Success
COL004586,LOAN000280,2023-02-27,SMS,Failure
COL004587,LOAN001706,2021-06-08,Phone,Failure
COL004588,LOAN005347,2021-01-16,Phone,Failure
COL004589,LOAN005321,2019-04-13,Phone,Success
COL004590,LOAN006895,2023-06-08,In-person,Success
COL004591,LOAN000148,2020-01-17,Phone,Failure
COL004592,LOAN006181,2019-07-11,SMS,Failure
COL004593,LOAN002082,2023-06-13,Phone,Success
COL004594,LOAN009289,2024-11-28,SMS,Success
COL004595,LOAN007057,2022-05-04,Phone,Success
COL004596,LOAN008973,2021-03-20,SMS,Success
COL004597,LOAN009235,2023-07-31,SMS,Success
COL004598,LOAN002614,2024-07-31,SMS,Failure
COL004599,LOAN000270,2022-12-29,Phone,Success
COL004600,LOAN006221,2022-05-16,Phone,Success
COL004601,LOAN008022,2023-03-11,Phone,Success
COL004602,LOAN005272,2028-12-02,In-person,Success
COL004603,LOAN002814,2026-08-27,In-person,Success
COL004604,LOAN005813,2025-07-11,Phone,Success
COL004605,LOAN004887,2024-12-12,SMS,Success
COL004606,LOAN009410,2021-05-13,In-person,Success
COL004607,LOAN005778,2020-04-14,Phone,Success
COL004608,LOAN001867,2026-09-10,SMS,Failure
COL004609,LOAN001087,2024-05-29,In-person,Failure
COL004610,LOAN007308,2023-04-20,Phone,Failure
COL004611,LOAN006871,2023-09-06,SMS,Success
COL004612,LOAN000769,2023-01-30,SMS,Failure
COL004613,LOAN009931,2024-07-23,Phone,Failure
COL004614,LOAN000762,2021-09-30,In-person,Success
COL004615,LOAN003471,2023-07-18,Phone,Success
COL004616,LOAN006369,2020-07-22,SMS,Failure
COL004617,LOAN005251,2020-07-02,Phone,Failure
COL004618,LOAN000419,2025-05-02,In-person,Success
COL004619,LOAN007040,2020-04-18,SMS,Success
COL004620,LOAN000243,2023-03-09,In-person,Success
COL004621,LOAN003700,2024-06-05,Phone,Success
COL004622,LOAN005733,2025-12-16,Phone,Success
COL004623,LOAN008807,2019-05-26,Phone,Failure
COL004624,LOAN000591,2022-04-09,Phone,Success
COL004625,LOAN006881,2022-06-03,In-person,Failure
COL004626,LOAN006995,2022-01-05,SMS,Success
COL004627,LOAN002485,2022-06-20,Phone,Success
COL004628,LOAN008649,2023-05-30,In-person,Failure
COL004629,LOAN008484,2022-05-28,Phone,Failure
COL004630,LOAN008784,2023-01-30,Phone,Success
COL004631,LOAN008975,2020-03-21,In-person,Failure
COL004632,LOAN008385,2021-03-19,Phone,Failure
COL004633,LOAN000008,2022-09-29,SMS,Success
COL004634,LOAN005839,2021-02-22,Phone,Failure
COL004635,LOAN004417,2019-10-08,Phone,Failure
COL004636,LOAN006020,2023-04-30,SMS,Success
COL004637,LOAN002508,2024-06-21,Phone,Success
COL004638,LOAN000976,2023-11-18,SMS,Success
COL004639,LOAN003148,2022-06-09,SMS,Failure
COL004640,LOAN006961,2020-08-22,SMS,Failure
COL004641,LOAN004199,2024-04-20,In-person,Failure
COL004642,LOAN007207,2020-01-31,In-person,Success
COL004643,LOAN009040,2022-08-15,SMS,Success
COL004644,LOAN005017,2023-12-25,In-person,Success
COL004645,LOAN004681,2023-08-23,In-person,Success
COL004646,LOAN001398,2023-06-05,Phone,Success
COL004647,LOAN007428,2023-09-12,In-person,Failure
COL004648,LOAN009245,2020-07-31,In-person,Success
COL004649,LOAN001098,2019-11-19,SMS,Success
COL004650,LOAN001960,2024-03-05,Phone,Failure
COL004651,LOAN009023,2024-07-14,Phone,Success
COL004652,LOAN003194,2025-11-15,SMS,Success
COL004653,LOAN001372,2019-12-23,SMS,Success
COL004654,LOAN003588,2022-04-26,Phone,Failure
COL004655,LOAN003124,2024-09-05,SMS,Failure
COL004656,LOAN005918,2021-11-12,SMS,Failure
COL004657,LOAN003424,2021-08-13,Phone,Failure
COL004658,LOAN006259,2020-11-21,SMS,Success
COL004659,LOAN007998,2020-11-12,SMS,Failure
COL004660,LOAN008651,2023-11-22,In-person,Success
COL004661,LOAN008555,2024-10-23,SMS,Success
COL004662,LOAN004981,2022-09-09,In-person,Success
COL004663,LOAN002401,2022-03-08,In-person,Failure
COL004664,LOAN002545,2023-04-07,Phone,Success
COL004665,LOAN008036,2023-10-25,Phone,Failure
COL004666,LOAN003605,2021-02-04,SMS,Success
COL004667,LOAN008930,2022-06-20,Phone,Failure
COL004668,LOAN006052,2025-08-04,Phone,Failure
COL004669,LOAN004602,2024-01-18,In-person,Success
COL004670,LOAN004265,2019-11-10,Phone,Success
COL004671,LOAN007389,2020-01-07,Phone,Success
COL004672,LOAN008342,2024-10-01,In-person,Failure
COL004673,LOAN005350,2025-03-06,Phone,Success
COL004674,LOAN006738,2025-07-29,Phone,Success
COL004675,LOAN003315,2025-06-17,Phone,Success
COL004676,LOAN006837,2025-09-27,In-person,Success
COL004677,LOAN003187,2023-10-28,In-person,Success
COL004678,LOAN006240,2019-12-21,SMS,Success
COL004679,LOAN005061,2021-12-31,Phone,Failure
COL004680,LOAN006158,2027-04-27,Phone,Success
COL004681,LOAN001392,2023-02-26,SMS,Success
COL004682,LOAN003108,2020-11-09,Phone,Failure
COL004683,LOAN000421,2021-11-22,In-person,Failure
COL004684,LOAN000692,2022-11-01,Phone,Success
COL004685,LOAN006635,2024-03-23,SMS,Success
COL004686,LOAN004825,2023-12-04,In-person,Failure
COL004687,LOAN007773,2022-01-22,SMS,Failure
COL004688,LOAN001817,2020-12-16,SMS,Failure
COL004689,LOAN005131,2023-05-25,Phone,Failure
COL004690,LOAN003079,2023-06-11,Phone,Failure
COL004691,LOAN000855,2020-08-23,In-person,Failure
COL004692,LOAN006733,2021-08-24,Phone,Success
COL004693,LOAN004910,2023-02-05,SMS,Failure
COL004694,LOAN001074,2019-09-16,Phone,Failure
COL004695,LOAN005829,2022-12-22,SMS,Failure
COL004696,LOAN006393,2021-12-11,Phone,Failure
COL004697,LOAN008675,2021-05-06,Phone,Success
COL004698,LOAN002322,2022-08-21,Phone,Success
COL004699,LOAN007105,2020-07-31,SMS,Success
COL004700,LOAN003366,2021-09-18,SMS,Success
COL004701,LOAN000864,2024-08-13,Phone,Success
COL004702,LOAN002656,2021-12-22,In-person,Failure
COL004703,LOAN008397,2022-04-07,Phone,Success
COL004704,LOAN008178,2023-08-21,In-person,Success
COL004705,LOAN002724,2022-11-06,In-person,Success
COL004706,LOAN002912,2026-03-05,In-person,Success
COL004707,LOAN001222,2021-10-02,Phone,Success
COL004708,LOAN008282,2019-10-25,Phone,Success
COL004709,LOAN008623,2021-02-20,SMS,Success
COL004710,LOAN009318,2027-09-09,Phone,Failure
COL004711,LOAN004639,2024-03-26,SMS,Failure
COL004712,LOAN007862,2024-07-23,SMS,Success
COL004713,LOAN006154,2021-02-08,In-person,Failure
COL004714,LOAN002600,2020-05-26,Phone,Success
COL004715,LOAN005116,2024-05-09,In-person,Success
COL004716,LOAN009390,2021-01-13,Phone,Success
COL004717,LOAN006623,2019-11-21,SMS,Failure
COL004718,LOAN005486,2021-10-06,Phone,Failure
COL004719,LOAN003984,2021-09-12,SMS,Success
COL004720,LOAN003926,2019-12-23,SMS,Failure
COL004721,LOAN004604,2025-03-23,SMS,Failure
COL004722,LOAN006139,2021-05-22,SMS,Success
COL004723,LOAN000041,2022-07-14,Phone,Failure
COL004724,LOAN002171,2026-02-27,In-person,Success
COL004725,LOAN000340,2020-12-08,Phone,Success
COL004726,LOAN004050,2024-05-18,Phone,Failure
COL004727,LOAN003416,2023-05-04,SMS,Failure
COL004728,LOAN002461,2023-11-02,SMS,Failure
COL004729,LOAN002192,2023-06-08,Phone,Failure
COL004730,LOAN005014,2022-04-15,Phone,Success
COL004731,LOAN000750,2024-01-09,SMS,Success
COL004732,LOAN002108,2024-04-21,Phone,Failure
COL004733,LOAN005939,2020-05-14,Phone,Success
COL004734,LOAN007155,2019-12-27,Phone,Failure
COL004735,LOAN005625,2023-11-08,Phone,Success
COL004736,LOAN001834,2023-01-14,Phone,Success
COL004737,LOAN002017,2023-12-07,SMS,Failure
COL004738,LOAN006201,2025-04-17,Phone,Success
COL004739,LOAN004166,2023-01-28,Phone,Failure
COL004740,LOAN008852,2020-07-08,Phone,Failure
COL004741,LOAN000397,2025-10-23,In-person,Failure
COL004742,LOAN001492,2022-07-01,Phone,Success
COL004743,LOAN008481,2025-03-06,In-person,Success
COL004744,LOAN008933,2025-02-19,SMS,Success
COL004745,LOAN001782,2024-03-29,Phone,Success
COL004746,LOAN001867,2025-07-17,Phone,Success
COL004747,LOAN006406,2021-03-03,Phone,Success
COL004748,LOAN001369,2020-10-06,SMS,Success
COL004749,LOAN005793,2021-10-17,In-person,Failure
COL004750,LOAN004337,2020-02-02,Phone,Success
COL004751,LOAN001752,2023-07-28,Phone,Failure
COL004752,LOAN005227,2024-09-08,Phone,Success
COL004753,LOAN009551,2021-08-09,Phone,Success
COL004754,LOAN007107,2021-03-20,SMS,Failure
COL004755,LOAN000507,2025-11-20,In-person,Success
COL004756,LOAN005830,2024-06-10,Phone,Failure
COL004757,LOAN001525,2022-07-05,Phone,Success
COL004758,LOAN004972,2023-06-04,Phone,Failure
COL004759,LOAN008788,2020-11-29,SMS,Success
COL004760,LOAN003193,2021-05-28,SMS,Failure
COL004761,LOAN005830,2023-07-16,Phone,Success
COL004762,LOAN001930,2021-05-04,In-person,Failure
COL004763,LOAN008416,2021-11-05,Phone,Success
COL004764,LOAN005200,2023-04-18,Phone,Success
COL004765,LOAN005250,2025-04-10,In-person,Success
COL004766,LOAN001569,2020-10-02,SMS,Failure
COL004767,LOAN001907,2025-12-21,SMS,Success
COL004768,LOAN002868,2019-11-01,Phone,Failure
COL004769,LOAN002651,2023-11-25,SMS,Failure
COL004770,LOAN001599,2024-05-27,Phone,Success
COL004771,LOAN004789,2025-09-15,Phone,Failure
COL004772,LOAN002042,2023-05-19,Phone,Failure
COL004773,LOAN000605,2020-09-21,Phone,Success
COL004774,LOAN008399,2019-08-11,Phone,Failure
COL004775,LOAN002191,2023-04-04,Phone,Failure
COL004776,LOAN009474,2025-10-14,Phone,Failure
COL004777,LOAN001602,2019-12-08,In-person,Success
COL004778,LOAN002475,2021-01-04,SMS,Success
COL004779,LOAN003088,2019-09-15,Phone,Success
COL004780,LOAN000940,2023-07-26,SMS,Failure
COL004781,LOAN002024,2021-12-06,Phone,Failure
COL004782,LOAN001026,2021-11-04,SMS,Success
COL004783,LOAN003738,2020-04-03,SMS,Success
COL004784,LOAN000269,2024-10-25,In-person,Success
COL004785,LOAN005109,2022-06-16,SMS,Success
COL004786,LOAN004279,2023-03-09,Phone,Success
COL004787,LOAN004394,2022-07-12,In-person,Success
COL004788,LOAN002988,2022-10-20,In-person,Success
COL004789,LOAN005658,2020-06-25,Phone,Success
COL004790,LOAN001843,2023-12-31,Phone,Failure
COL004791,LOAN000968,2020-11-30,SMS,Success
COL004792,LOAN001336,2020-02-05,Phone,Success
COL004793,LOAN001352,2024-07-24,SMS,Failure
COL004794,LOAN008722,2019-09-15,SMS,Failure
COL004795,LOAN004275,2022-05-11,Phone,Failure
COL004796,LOAN009437,2021-10-26,In-person,Success
COL004797,LOAN000395,2024-12-14,SMS,Failure
COL004798,LOAN007847,2021-06-10,Phone,Failure
COL004799,LOAN009129,2022-11-26,SMS,Success
COL004800,LOAN002985,2026-03-13,In-person,Success
COL004801,LOAN003206,2023-03-30,SMS,Success
COL004802,LOAN009993,2022-05-30,Phone,Success
COL004803,LOAN005802,2023-04-15,SMS,Failure
COL004804,LOAN007640,2021-11-13,Phone,Failure
COL004805,LOAN007708,2020-10-02,SMS,Success
COL004806,LOAN001695,2021-01-02,Phone,Success
COL004807,LOAN008373,2020-09-30,In-person,Failure
COL004808,LOAN003606,2022-06-14,Phone,Success
COL004809,LOAN009589,2024-08-10,Phone,Success
COL004810,LOAN002117,2024-07-21,SMS,Failure
COL004811,LOAN002684,2019-06-09,Phone,Failure
COL004812,LOAN007049,2023-06-29,In-person,Failure
COL004813,LOAN006743,2021-06-08,Phone,Failure
COL004814,LOAN008455,2027-10-01,Phone,Success
COL004815,LOAN000234,2020-09-13,Phone,Success
COL004816,LOAN001319,2020-06-04,Phone,Failure
COL004817,LOAN003170,2024-05-19,In-person,Failure
COL004818,LOAN004954,2021-12-09,SMS,Success
COL004819,LOAN008915,2021-09-27,Phone,Success
COL004820,LOAN009027,2021-07-26,SMS,Success
COL004821,LOAN003343,2023-05-24,SMS,Failure
COL004822,LOAN005942,2020-01-06,SMS,Failure
COL004823,LOAN002995,2020-08-28,In-person,Failure
COL004824,LOAN005109,2023-03-13,In-person,Success
COL004825,LOAN002410,2022-07-04,Phone,Failure
COL004826,LOAN007907,2024-01-12,SMS,Failure
COL004827,LOAN005883,2024-04-01,Phone,Success
COL004828,LOAN006063,2020-01-10,Phone,Failure
COL004829,LOAN002296,2023-09-23,SMS,Failure
COL004830,LOAN004085,2024-09-02,In-person,Failure
COL004831,LOAN001288,2019-10-28,Phone,Success
COL004832,LOAN007638,2024-12-12,In-person,Failure
COL004833,LOAN002394,2020-01-01,Phone,Success
COL004834,LOAN006381,2026-02-11,SMS,Success
COL004835,LOAN005826,2025-04-12,Phone,Failure
COL004836,LOAN006645,2023-10-21,SMS,Success
COL004837,LOAN004010,2020-01-18,In-person,Success
COL004838,LOAN003236,2019-11-28,Phone,Failure
COL004839,LOAN007536,2022-04-15,SMS,Failure
COL004840,LOAN008509,2024-01-11,Phone,Failure
COL004841,LOAN007856,2021-01-10,SMS,Failure
COL004842,LOAN005323,2020-03-29,In-person,Failure
COL004843,LOAN007140,2020-09-06,Phone,Failure
COL004844,LOAN002600,2020-01-27,Phone,Failure
COL004845,LOAN006822,2020-10-07,Phone,Failure
COL004846,LOAN002798,2022-02-25,Phone,Success
COL004847,LOAN007146,2025-10-09,Phone,Success
COL004848,LOAN007751,2021-05-28,Phone,Success
COL004849,LOAN005132,2024-04-08,Phone,Success
COL004850,LOAN001832,2025-10-11,Phone,Success
COL004851,LOAN001391,2022-09-10,Phone,Success
COL004852,LOAN000857,2024-02-19,Phone,Success
COL004853,LOAN000087,2020-05-24,SMS,Failure
COL004854,LOAN000680,2025-02-24,In-person,Failure
COL004855,LOAN005946,2022-09-29,In-person,Success
COL004856,LOAN009253,2024-11-03,In-person,Failure
COL004857,LOAN007673,2024-05-27,In-person,Failure
COL004858,LOAN002381,2020-10-25,Phone,Success
COL004859,LOAN000690,2020-05-11,Phone,Failure
COL004860,LOAN008885,2021-10-04,SMS,Success
COL004861,LOAN006170,2025-07-13,Phone,Failure
COL004862,LOAN002082,2023-09-11,Phone,Success
COL004863,LOAN002242,2023-07-04,SMS,Failure
COL004864,LOAN008486,2024-08-02,Phone,Success
COL004865,LOAN002372,2027-04-16,Phone,Success
COL004866,LOAN000689,2024-03-13,Phone,Success
COL004867,LOAN007540,2024-04-08,SMS,Failure
COL004868,LOAN007994,2022-06-10,SMS,Success
COL004869,LOAN009351,2021-09-27,Phone,Failure
COL004870,LOAN008966,2021-02-04,SMS,Failure
COL004871,LOAN006839,2022-12-20,Phone,Failure
COL004872,LOAN008977,2025-08-06,Phone,Success
COL004873,LOAN005158,2019-11-16,Phone,Success
COL004874,LOAN002631,2026-02-05,In-person,Failure
COL004875,LOAN008268,2021-03-05,In-person,Failure
COL004876,LOAN000023,2019-04-09,Phone,Success
COL004877,LOAN000858,2022-02-05,In-person,Failure
COL004878,LOAN006405,2022-08-22,Phone,Success
COL004879,LOAN004945,2022-12-29,SMS,Success
COL004880,LOAN008304,2024-12-31,SMS,Success
COL004881,LOAN008086,2022-07-03,SMS,Success
COL004882,LOAN003338,2024-07-21,SMS,Failure
COL004883,LOAN000459,2024-10-31,SMS,Failure
COL004884,LOAN004888,2020-07-19,Phone,Failure
COL004885,LOAN005405,2023-08-14,Phone,Failure
COL004886,LOAN007595,2020-11-05,SMS,Success
COL004887,LOAN006797,2020-12-15,SMS,Success
COL004888,LOAN006953,2024-10-16,In-person,Success
COL004889,LOAN000505,2027-05-28,SMS,Success
COL004890,LOAN005561,2025-08-26,In-person,Success
COL004891,LOAN008492,2022-10-28,Phone,Success
COL004892,LOAN005713,2024-11-06,Phone,Success
COL004893,LOAN005694,2021-03-16,Phone,Success
COL004894,LOAN007825,2023-07-23,Phone,Failure
COL004895,LOAN008472,2023-08-29,Phone,Failure
COL004896,LOAN007999,2024-02-04,In-person,Failure
COL004897,LOAN008570,2019-05-17,SMS,Success
COL004898,LOAN008151,2023-02-08,SMS,Failure
COL004899,LOAN008922,2021-05-25,Phone,Success
COL004900,LOAN000353,2020-07-25,SMS,Failure
COL004901,LOAN001871,2024-02-23,Phone,Failure
COL004902,LOAN004107,2025-06-14,SMS,Success
COL004903,LOAN003767,2021-11-10,SMS,Failure
COL004904,LOAN001854,2023-07-03,Phone,Failure
COL004905,LOAN007378,2025-01-24,Phone,Failure
COL004906,LOAN001406,2021-01-08,In-person,Success
COL004907,LOAN001824,2020-01-02,SMS,Failure
COL004908,LOAN006322,2022-09-25,Phone,Failure
COL004909,LOAN003547,2025-05-13,SMS,Failure
COL004910,LOAN000966,2023-02-28,Phone,Success
COL004911,LOAN005113,2022-05-19,Phone,Failure
COL004912,LOAN004204,2019-04-26,In-person,Success
COL004913,LOAN004658,2022-06-22,In-person,Failure
COL004914,LOAN004632,2023-02-21,In-person,Success
COL004915,LOAN004323,2020-03-22,Phone,Failure
COL004916,LOAN005655,2023-01-15,In-person,Success
COL004917,LOAN003665,2024-03-23,In-person,Failure
COL004918,LOAN004351,2025-07-08,SMS,Failure
COL004919,LOAN003375,2020-05-13,SMS,Success
COL004920,LOAN004387,2024-12-18,Phone,Success
COL004921,LOAN004665,2021-05-23,In-person,Success
COL004922,LOAN005681,2023-03-25,Phone,Success
COL004923,LOAN003777,2021-11-17,Phone,Failure
