LoanID,CustomerID,LoanType,LoanAmount,LoanTermMonths,InterestRate,DisbursementDate,ApprovalTimeDays
LOAN004541,CUST01364,Maziwa Loan,459139,27,0.09,2022-11-18,14
LOAN004542,CUST02940,Jipange Loan,322267,13,0.08,2020-01-20,11
LOAN004543,CUST04538,Boda Boda Loan,752327,33,0.12,2019-03-22,7
LOAN004544,CUST02785,Normal Loan,859739,55,0.1,2023-04-11,11
LOAN004545,CUST03890,Additional Loan,66615,19,0.1,2021-01-06,3
LOAN004546,CUST00392,Green Energy Loan,278887,18,0.07,2023-01-03,10
LOAN004547,CUST01912,Boda Boda Loan,249184,35,0.12,2024-09-02,12
LOAN004548,CUST04197,Special Advance,29513,12,0.06,2019-07-08,3
LOAN004549,CUST01855,Salary Advance,46303,5,0.05,2019-12-19,1
LOAN004550,CUST03487,Boda Boda Loan,53122,35,0.12,2024-07-24,1
LOAN004551,CUST04155,Jipange Loan,143739,20,0.08,2019-06-16,13
LOAN004552,CUST00210,Special Advance,48593,7,0.06,2020-06-08,2
LOAN004553,CUST00602,Special Advance,76706,8,0.06,2020-05-02,1
LOAN004554,CUST02099,Additional Loan,146712,22,0.1,2021-04-01,13
LOAN004555,CUST01977,Green Energy Loan,107165,23,0.07,2023-05-25,9
LOAN004556,CUST02949,Maziwa Loan,322218,28,0.09,2023-09-02,12
LOAN004557,CUST04597,Additional Loan,65897,16,0.1,2019-03-13,3
LOAN004558,CUST01729,Special Advance,12292,5,0.06,2022-05-18,3
LOAN004559,CUST03212,Green Energy Loan,134881,31,0.07,2019-11-28,9
LOAN004560,CUST00308,Maziwa Loan,375838,10,0.09,2020-12-30,11
LOAN004561,CUST02924,Seasonal Advance,110147,21,0.08,2022-01-06,7
LOAN004562,CUST00473,Seasonal Advance,314721,12,0.08,2019-09-02,10
LOAN004563,CUST01471,Salary Advance,79002,10,0.05,2024-10-02,2
LOAN004564,CUST00076,Special Advance,47980,11,0.06,2024-01-24,3
LOAN004565,CUST00643,Green Energy Loan,379716,29,0.07,2019-07-09,9
LOAN004566,CUST02200,Green Energy Loan,464149,12,0.07,2024-07-04,7
LOAN004567,CUST02639,Green Energy Loan,45791,13,0.07,2019-03-09,1
LOAN004568,CUST02539,Jipange Loan,362339,32,0.08,2020-03-29,7
LOAN004569,CUST01962,Maziwa Loan,83713,14,0.09,2023-03-12,2
LOAN004570,CUST00252,Special Advance,89975,4,0.06,2023-11-11,1
LOAN004571,CUST01749,Boda Boda Loan,557805,44,0.12,2022-02-23,9
LOAN004572,CUST00375,Seasonal Advance,236698,9,0.08,2022-06-19,9
LOAN004573,CUST03413,Salary Advance,71572,5,0.05,2022-11-27,3
LOAN004574,CUST01008,Boda Boda Loan,210139,37,0.12,2019-03-24,10
LOAN004575,CUST00153,Additional Loan,462083,16,0.1,2021-04-20,8
LOAN004576,CUST01548,Avocado Loan,886691,38,0.11,2020-01-14,13
LOAN004577,CUST03888,Salary Advance,52884,12,0.05,2019-08-05,3
LOAN004578,CUST03146,Avocado Loan,279196,43,0.11,2019-10-10,9
LOAN004579,CUST00710,Salary Advance,96229,4,0.05,2021-05-04,1
LOAN004580,CUST01181,Green Energy Loan,53384,36,0.07,2024-09-19,3
LOAN004581,CUST01245,Jipange Loan,433473,30,0.08,2020-06-02,7
LOAN004582,CUST00174,Salary Advance,35604,7,0.05,2020-10-07,1
LOAN004583,CUST04334,Special Advance,92860,10,0.06,2019-08-30,2
LOAN004584,CUST04860,Emergency Loan,39602,12,0.09,2019-12-09,2
LOAN004585,CUST02544,Additional Loan,142738,6,0.1,2019-02-07,13
LOAN004586,CUST03213,Jipange Loan,281718,21,0.08,2024-11-30,12
LOAN004587,CUST00181,Boda Boda Loan,820298,27,0.12,2019-09-21,11
LOAN004588,CUST02358,Avocado Loan,767698,16,0.11,2023-11-26,11
LOAN004589,CUST02428,Green Energy Loan,177062,23,0.07,2023-06-10,13
LOAN004590,CUST03485,Normal Loan,592425,36,0.1,2022-03-03,9
LOAN004591,CUST00863,Boda Boda Loan,219348,49,0.12,2019-03-02,9
LOAN004592,CUST00470,Additional Loan,128523,11,0.1,2022-10-06,7
LOAN004593,CUST04826,Special Advance,54216,9,0.06,2020-10-18,1
LOAN004594,CUST01804,Jipange Loan,493017,14,0.08,2021-11-11,13
LOAN004595,CUST01827,Normal Loan,975519,53,0.1,2022-01-07,9
LOAN004596,CUST04653,Seasonal Advance,322215,19,0.08,2024-03-21,11
LOAN004597,CUST03889,Jipange Loan,44962,18,0.08,2023-04-15,2
LOAN004598,CUST00970,Special Advance,78043,11,0.06,2023-09-11,1
LOAN004599,CUST01268,Green Energy Loan,487750,12,0.07,2020-10-02,12
LOAN004600,CUST04223,Jipange Loan,302614,25,0.08,2024-09-30,13
LOAN004601,CUST02862,Green Energy Loan,161906,26,0.07,2019-01-17,11
LOAN004602,CUST01466,Seasonal Advance,97813,23,0.08,2023-08-21,3
LOAN004603,CUST03386,Boda Boda Loan,446965,22,0.12,2022-12-05,13
LOAN004604,CUST00663,Maziwa Loan,491333,33,0.09,2022-12-04,13
LOAN004605,CUST03994,Special Advance,88496,8,0.06,2021-03-02,1
LOAN004606,CUST01261,Normal Loan,778999,38,0.1,2024-01-12,10
LOAN004607,CUST04258,Seasonal Advance,164085,6,0.08,2019-03-10,7
LOAN004608,CUST01405,Seasonal Advance,28668,10,0.08,2022-08-11,2
LOAN004609,CUST00809,Avocado Loan,71712,40,0.11,2022-01-03,1
LOAN004610,CUST03533,Special Advance,40549,9,0.06,2023-05-20,2
LOAN004611,CUST01305,Additional Loan,107550,24,0.1,2022-07-12,12
LOAN004612,CUST04652,Additional Loan,108572,29,0.1,2019-10-28,11
LOAN004613,CUST01078,Maziwa Loan,307741,31,0.09,2024-04-09,11
LOAN004614,CUST01563,Boda Boda Loan,472247,55,0.12,2022-12-07,9
LOAN004615,CUST04616,Emergency Loan,46015,9,0.09,2023-05-22,3
LOAN004616,CUST00484,Emergency Loan,15297,7,0.09,2024-01-11,1
LOAN004617,CUST00171,Special Advance,45829,8,0.06,2022-10-05,2
LOAN004618,CUST04806,Additional Loan,342519,25,0.1,2020-03-28,7
LOAN004619,CUST02619,Seasonal Advance,443022,8,0.08,2024-05-07,13
LOAN004620,CUST01691,Special Advance,32042,7,0.06,2022-02-02,2
LOAN004621,CUST01523,Seasonal Advance,45685,9,0.08,2020-05-20,3
LOAN004622,CUST03091,Avocado Loan,89796,39,0.11,2023-10-01,1
LOAN004623,CUST04161,Emergency Loan,43263,4,0.09,2020-01-21,1
LOAN004624,CUST02284,Normal Loan,604632,26,0.1,2020-11-06,14
LOAN004625,CUST00666,Salary Advance,17280,11,0.05,2021-07-11,1
LOAN004626,CUST00289,Additional Loan,237073,14,0.1,2021-03-21,10
LOAN004627,CUST02284,Emergency Loan,35978,3,0.09,2022-07-12,3
LOAN004628,CUST04845,Avocado Loan,251915,13,0.11,2022-05-01,11
LOAN004629,CUST00422,Normal Loan,841661,23,0.1,2023-07-05,7
LOAN004630,CUST04487,Maziwa Loan,221792,6,0.09,2019-11-13,7
LOAN004631,CUST02781,Salary Advance,22010,7,0.05,2020-01-30,3
LOAN004632,CUST04852,Additional Loan,281909,23,0.1,2021-11-28,9
LOAN004633,CUST01029,Maziwa Loan,145076,29,0.09,2023-10-22,10
LOAN004634,CUST03469,Normal Loan,365847,31,0.1,2023-04-28,14
LOAN004635,CUST00750,Salary Advance,79117,7,0.05,2019-06-12,1
LOAN004636,CUST02984,Special Advance,42063,6,0.06,2022-02-06,3
LOAN004637,CUST04654,Green Energy Loan,294611,9,0.07,2023-03-23,12
LOAN004638,CUST04800,Boda Boda Loan,607025,31,0.12,2024-07-27,12
LOAN004639,CUST02589,Maziwa Loan,119782,25,0.09,2022-12-02,8
LOAN004640,CUST03091,Green Energy Loan,132276,30,0.07,2020-04-01,12
LOAN004641,CUST01801,Maziwa Loan,434610,30,0.09,2021-02-22,10
LOAN004642,CUST01749,Jipange Loan,436805,24,0.08,2022-09-22,7
LOAN004643,CUST03585,Salary Advance,90330,9,0.05,2019-02-25,2
LOAN004644,CUST00760,Emergency Loan,30903,10,0.09,2019-02-19,1
LOAN004645,CUST00218,Additional Loan,349308,26,0.1,2024-05-13,7
LOAN004646,CUST01998,Salary Advance,40057,4,0.05,2021-05-31,3
LOAN004647,CUST01575,Special Advance,98624,8,0.06,2019-08-26,2
LOAN004648,CUST01757,Normal Loan,216879,16,0.1,2020-11-15,11
LOAN004649,CUST01784,Jipange Loan,105903,21,0.08,2019-07-06,9
LOAN004650,CUST03563,Jipange Loan,330391,29,0.08,2024-08-17,14
LOAN004651,CUST00308,Maziwa Loan,121692,9,0.09,2024-09-05,7
LOAN004652,CUST03527,Salary Advance,96989,9,0.05,2021-09-09,1
LOAN004653,CUST03096,Salary Advance,30755,11,0.05,2024-03-06,3
LOAN004654,CUST02331,Salary Advance,16859,4,0.05,2020-04-21,1
LOAN004655,CUST03818,Normal Loan,520193,57,0.1,2023-04-25,14
LOAN004656,CUST03443,Jipange Loan,157575,17,0.08,2021-11-22,10
LOAN004657,CUST01730,Special Advance,32044,3,0.06,2024-11-17,3
LOAN004658,CUST01143,Seasonal Advance,125104,15,0.08,2021-12-24,8
LOAN004659,CUST00062,Emergency Loan,19770,7,0.09,2023-10-11,1
LOAN004660,CUST01021,Salary Advance,82681,8,0.05,2019-05-07,1
LOAN004661,CUST01424,Normal Loan,593587,56,0.1,2024-11-08,8
LOAN004662,CUST00552,Avocado Loan,104826,48,0.11,2024-09-24,10
LOAN004663,CUST03008,Emergency Loan,23922,11,0.09,2024-03-23,1
LOAN004664,CUST00567,Special Advance,65589,8,0.06,2019-09-14,3
LOAN004665,CUST04943,Green Energy Loan,318944,27,0.07,2020-11-24,9
LOAN004666,CUST01008,Normal Loan,139362,46,0.1,2020-12-19,13
LOAN004667,CUST02522,Salary Advance,38532,12,0.05,2022-06-22,1
LOAN004668,CUST01637,Boda Boda Loan,878669,56,0.12,2019-04-24,12
LOAN004669,CUST00561,Seasonal Advance,422355,10,0.08,2019-10-05,11
LOAN004670,CUST00362,Avocado Loan,784956,40,0.11,2020-02-02,8
LOAN004671,CUST02820,Avocado Loan,689197,26,0.11,2023-11-13,8
LOAN004672,CUST03312,Special Advance,79596,5,0.06,2023-06-21,1
LOAN004673,CUST01849,Avocado Loan,521382,18,0.11,2019-12-06,14
LOAN004674,CUST02672,Maziwa Loan,232998,22,0.09,2019-10-15,8
LOAN004675,CUST01259,Salary Advance,61005,12,0.05,2020-09-14,1
LOAN004676,CUST01173,Green Energy Loan,83673,8,0.07,2019-04-20,1
LOAN004677,CUST02616,Seasonal Advance,253026,9,0.08,2023-05-17,11
LOAN004678,CUST00692,Green Energy Loan,421975,14,0.07,2022-12-31,10
LOAN004679,CUST01918,Seasonal Advance,436704,19,0.08,2022-12-23,11
LOAN004680,CUST01928,Boda Boda Loan,734878,43,0.12,2021-12-07,10
LOAN004681,CUST04256,Boda Boda Loan,369269,33,0.12,2021-09-02,10
LOAN004682,CUST01912,Additional Loan,197594,12,0.1,2024-04-04,10
LOAN004683,CUST03142,Boda Boda Loan,817913,19,0.12,2019-03-16,13
LOAN004684,CUST01832,Salary Advance,11988,8,0.05,2023-04-18,1
LOAN004685,CUST02757,Additional Loan,189967,24,0.1,2020-11-23,13
LOAN004686,CUST04259,Avocado Loan,751667,30,0.11,2024-02-20,11
LOAN004687,CUST03155,Avocado Loan,622626,54,0.11,2023-03-13,12
LOAN004688,CUST03233,Seasonal Advance,319080,18,0.08,2024-02-21,13
LOAN004689,CUST03686,Salary Advance,66338,7,0.05,2023-01-03,1
LOAN004690,CUST04336,Additional Loan,162703,30,0.1,2022-09-03,11
LOAN004691,CUST01966,Emergency Loan,30318,4,0.09,2024-11-15,2
LOAN004692,CUST01736,Boda Boda Loan,505889,17,0.12,2022-07-03,8
LOAN004693,CUST04582,Normal Loan,891257,32,0.1,2020-09-07,11
LOAN004694,CUST00671,Salary Advance,44692,4,0.05,2021-05-31,2
LOAN004695,CUST03275,Boda Boda Loan,374796,19,0.12,2023-05-17,12
LOAN004696,CUST01860,Avocado Loan,174819,15,0.11,2022-05-30,13
LOAN004697,CUST01221,Special Advance,84167,6,0.06,2022-07-27,2
LOAN004698,CUST01066,Salary Advance,53784,10,0.05,2019-04-26,2
LOAN004699,CUST00253,Special Advance,96420,8,0.06,2022-07-02,3
LOAN004700,CUST04113,Seasonal Advance,249672,18,0.08,2021-12-30,11
LOAN004701,CUST03732,Normal Loan,423701,23,0.1,2021-10-02,14
LOAN004702,CUST04075,Maziwa Loan,414290,21,0.09,2023-03-08,13
LOAN004703,CUST00116,Jipange Loan,142930,15,0.08,2023-12-08,12
LOAN004704,CUST01228,Maziwa Loan,242787,30,0.09,2022-04-18,13
LOAN004705,CUST00693,Additional Loan,479729,14,0.1,2023-09-23,14
LOAN004706,CUST00812,Additional Loan,60083,18,0.1,2020-06-01,2
LOAN004707,CUST02036,Jipange Loan,255781,32,0.08,2019-07-13,13
LOAN004708,CUST04891,Additional Loan,324696,11,0.1,2019-08-14,14
LOAN004709,CUST00151,Boda Boda Loan,255244,25,0.12,2024-03-17,13
LOAN004710,CUST02294,Seasonal Advance,262160,12,0.08,2023-01-22,11
LOAN004711,CUST01082,Jipange Loan,369516,28,0.08,2019-09-02,12
LOAN004712,CUST02757,Avocado Loan,682895,28,0.11,2021-03-15,9
LOAN004713,CUST00507,Green Energy Loan,241035,9,0.07,2023-10-27,9
LOAN004714,CUST03768,Green Energy Loan,377641,7,0.07,2023-12-10,8
LOAN004715,CUST01116,Normal Loan,156520,55,0.1,2022-06-02,14
LOAN004716,CUST01630,Boda Boda Loan,713625,35,0.12,2023-05-05,13
LOAN004717,CUST01965,Green Energy Loan,247187,9,0.07,2019-04-02,14
LOAN004718,CUST04488,Boda Boda Loan,519863,54,0.12,2022-11-11,11
LOAN004719,CUST04142,Avocado Loan,176366,40,0.11,2020-11-15,8
LOAN004720,CUST00155,Additional Loan,112771,23,0.1,2022-06-13,14
LOAN004721,CUST03142,Boda Boda Loan,796537,32,0.12,2020-09-02,14
LOAN004722,CUST03975,Seasonal Advance,420861,20,0.08,2023-04-02,10
LOAN004723,CUST04607,Normal Loan,908652,59,0.1,2022-11-10,11
LOAN004724,CUST04378,Boda Boda Loan,253552,15,0.12,2024-09-17,12
LOAN004725,CUST00030,Normal Loan,731092,15,0.1,2019-02-21,10
LOAN004726,CUST00721,Salary Advance,26284,7,0.05,2024-12-23,1
LOAN004727,CUST01347,Avocado Loan,633059,52,0.11,2023-12-29,8
LOAN004728,CUST02998,Boda Boda Loan,761172,51,0.12,2023-08-11,9
LOAN004729,CUST03288,Salary Advance,33788,6,0.05,2022-03-19,2
LOAN004730,CUST03804,Additional Loan,325872,36,0.1,2024-05-14,9
LOAN004731,CUST02053,Green Energy Loan,458492,10,0.07,2023-07-08,7
LOAN004732,CUST02918,Seasonal Advance,168132,9,0.08,2019-08-31,9
LOAN004733,CUST01271,Special Advance,85663,4,0.06,2023-08-06,1
LOAN004734,CUST01117,Maziwa Loan,357064,36,0.09,2022-12-27,9
LOAN004735,CUST01815,Normal Loan,378345,41,0.1,2021-02-05,7
LOAN004736,CUST04411,Additional Loan,19793,27,0.1,2019-07-07,2
LOAN004737,CUST02483,Emergency Loan,37943,6,0.09,2022-09-28,2
LOAN004738,CUST03262,Special Advance,37225,11,0.06,2021-01-07,3
LOAN004739,CUST04640,Avocado Loan,819638,28,0.11,2019-12-22,8
LOAN004740,CUST02481,Salary Advance,61074,10,0.05,2021-03-06,3
LOAN004741,CUST01564,Avocado Loan,918541,59,0.11,2021-03-24,11
LOAN004742,CUST03954,Salary Advance,89807,9,0.05,2024-12-06,1
LOAN004743,CUST03271,Normal Loan,98129,43,0.1,2023-08-07,2
LOAN004744,CUST03493,Normal Loan,701522,53,0.1,2022-05-05,8
LOAN004745,CUST01565,Jipange Loan,193659,36,0.08,2022-10-31,9
LOAN004746,CUST03603,Green Energy Loan,188891,25,0.07,2022-07-03,9
LOAN004747,CUST04531,Additional Loan,387384,26,0.1,2024-09-17,14
LOAN004748,CUST04469,Emergency Loan,22086,9,0.09,2022-02-27,1
LOAN004749,CUST02319,Boda Boda Loan,745047,44,0.12,2022-12-06,14
LOAN004750,CUST01897,Jipange Loan,129073,35,0.08,2023-06-21,10
LOAN004751,CUST02237,Normal Loan,539238,12,0.1,2019-08-24,7
LOAN004752,CUST02055,Seasonal Advance,445851,13,0.08,2022-01-13,9
LOAN004753,CUST03539,Salary Advance,28180,5,0.05,2022-04-04,2
LOAN004754,CUST03420,Special Advance,50163,12,0.06,2022-06-07,2
LOAN004755,CUST01100,Boda Boda Loan,784065,29,0.12,2021-07-15,9
LOAN004756,CUST04954,Seasonal Advance,419038,15,0.08,2022-06-19,14
LOAN004757,CUST03683,Special Advance,71382,10,0.06,2019-05-01,3
LOAN004758,CUST02628,Avocado Loan,231189,13,0.11,2019-04-28,10
LOAN004759,CUST00731,Green Energy Loan,154791,15,0.07,2020-09-30,8
LOAN004760,CUST02499,Jipange Loan,81168,32,0.08,2020-01-09,2
LOAN004761,CUST04410,Normal Loan,495547,54,0.1,2024-11-29,12
LOAN004762,CUST04563,Boda Boda Loan,884965,21,0.12,2023-12-16,10
LOAN004763,CUST01844,Maziwa Loan,161187,24,0.09,2023-11-12,8
LOAN004764,CUST01233,Additional Loan,325952,31,0.1,2023-03-19,9
LOAN004765,CUST04920,Avocado Loan,69251,41,0.11,2021-03-14,1
LOAN004766,CUST00082,Normal Loan,480760,17,0.1,2019-06-28,8
LOAN004767,CUST03469,Boda Boda Loan,730550,38,0.12,2019-02-16,10
LOAN004768,CUST04192,Special Advance,18015,6,0.06,2019-08-04,1
LOAN004769,CUST04485,Emergency Loan,23734,8,0.09,2021-10-05,1
LOAN004770,CUST02419,Avocado Loan,337956,22,0.11,2021-10-04,12
LOAN004771,CUST01096,Emergency Loan,14829,3,0.09,2024-11-08,3
LOAN004772,CUST04560,Special Advance,83593,3,0.06,2020-01-09,1
LOAN004773,CUST03168,Additional Loan,288506,12,0.1,2020-01-03,11
LOAN004774,CUST00827,Emergency Loan,14473,11,0.09,2020-11-04,3
LOAN004775,CUST01817,Maziwa Loan,279667,18,0.09,2022-07-18,12
LOAN004776,CUST04432,Additional Loan,237822,14,0.1,2019-06-23,10
LOAN004777,CUST02062,Salary Advance,22323,12,0.05,2021-06-04,2
LOAN004778,CUST00717,Maziwa Loan,23834,35,0.09,2024-03-16,3
LOAN004779,CUST00564,Boda Boda Loan,761079,17,0.12,2023-09-03,9
LOAN004780,CUST02329,Avocado Loan,565693,50,0.11,2020-11-23,7
LOAN004781,CUST03144,Boda Boda Loan,832930,33,0.12,2021-05-23,12
LOAN004782,CUST04152,Salary Advance,71758,11,0.05,2021-01-27,2
LOAN004783,CUST03066,Special Advance,95544,4,0.06,2024-10-07,3
LOAN004784,CUST01234,Boda Boda Loan,717824,41,0.12,2019-11-05,13
LOAN004785,CUST01317,Avocado Loan,74729,18,0.11,2024-07-24,2
LOAN004786,CUST02758,Seasonal Advance,152235,6,0.08,2020-01-20,14
LOAN004787,CUST01433,Salary Advance,61947,3,0.05,2023-09-28,2
LOAN004788,CUST01428,Seasonal Advance,293778,23,0.08,2023-07-28,8
LOAN004789,CUST02166,Maziwa Loan,499212,33,0.09,2022-12-30,11
LOAN004790,CUST02385,Green Energy Loan,263586,20,0.07,2019-01-06,11
LOAN004791,CUST00224,Normal Loan,178804,38,0.1,2023-06-30,7
LOAN004792,CUST00317,Additional Loan,214776,19,0.1,2024-02-04,8
LOAN004793,CUST04432,Special Advance,64502,3,0.06,2021-02-23,2
LOAN004794,CUST02533,Normal Loan,501176,34,0.1,2019-06-10,8
LOAN004795,CUST04355,Normal Loan,616465,21,0.1,2019-03-24,12
LOAN004796,CUST00293,Salary Advance,26551,11,0.05,2019-12-10,2
LOAN004797,CUST04600,Additional Loan,358171,27,0.1,2023-04-03,9
LOAN004798,CUST01535,Special Advance,47437,12,0.06,2022-04-05,1
LOAN004799,CUST01552,Maziwa Loan,249320,27,0.09,2020-04-09,12
LOAN004800,CUST01392,Jipange Loan,367021,36,0.08,2023-11-25,13
LOAN004801,CUST01021,Salary Advance,63254,5,0.05,2022-05-03,1
LOAN004802,CUST00620,Emergency Loan,28561,12,0.09,2020-03-04,3
LOAN004803,CUST01297,Green Energy Loan,148830,7,0.07,2019-09-01,12
LOAN004804,CUST03756,Normal Loan,945413,52,0.1,2021-06-19,13
LOAN004805,CUST04287,Jipange Loan,406644,36,0.08,2021-01-18,13
LOAN004806,CUST03170,Maziwa Loan,206368,14,0.09,2019-07-13,14
LOAN004807,CUST03754,Boda Boda Loan,769810,55,0.12,2024-03-07,9
LOAN004808,CUST02658,Normal Loan,474057,55,0.1,2021-10-24,11
LOAN004809,CUST01681,Special Advance,87972,12,0.06,2022-02-14,3
LOAN004810,CUST04632,Jipange Loan,134347,10,0.08,2019-08-26,11
LOAN004811,CUST00677,Green Energy Loan,115369,31,0.07,2020-04-02,8
LOAN004812,CUST00783,Special Advance,40714,4,0.06,2023-10-21,2
LOAN004813,CUST00314,Green Energy Loan,43376,15,0.07,2023-05-30,1
LOAN004814,CUST01717,Special Advance,23650,9,0.06,2019-09-03,2
LOAN004815,CUST04690,Boda Boda Loan,190541,30,0.12,2024-10-15,14
LOAN004816,CUST00254,Salary Advance,58780,7,0.05,2023-04-07,1
LOAN004817,CUST02872,Special Advance,39886,3,0.06,2021-03-03,1
LOAN004818,CUST04621,Maziwa Loan,143286,32,0.09,2019-11-28,13
LOAN004819,CUST01699,Green Energy Loan,145232,27,0.07,2023-12-02,11
LOAN004820,CUST00164,Emergency Loan,20908,7,0.09,2020-07-04,2
LOAN004821,CUST03402,Salary Advance,79538,3,0.05,2021-11-19,1
LOAN004822,CUST00349,Seasonal Advance,397271,7,0.08,2021-02-21,11
LOAN004823,CUST00930,Boda Boda Loan,649830,53,0.12,2024-09-04,7
LOAN004824,CUST04632,Emergency Loan,20623,10,0.09,2020-01-28,3
LOAN004825,CUST02229,Normal Loan,632093,35,0.1,2021-04-18,7
LOAN004826,CUST01679,Additional Loan,390041,6,0.1,2019-04-20,14
LOAN004827,CUST01027,Special Advance,97514,10,0.06,2019-07-25,2
LOAN004828,CUST04638,Boda Boda Loan,701473,37,0.12,2022-11-07,13
LOAN004829,CUST01593,Normal Loan,552504,26,0.1,2023-08-10,12
LOAN004830,CUST00791,Avocado Loan,773625,29,0.11,2019-11-10,13
LOAN004831,CUST01438,Boda Boda Loan,549939,29,0.12,2022-03-15,9
LOAN004832,CUST03392,Emergency Loan,29477,11,0.09,2021-07-15,2
LOAN004833,CUST00400,Normal Loan,53336,49,0.1,2024-10-09,2
LOAN004834,CUST02468,Emergency Loan,25378,6,0.09,2024-01-21,3
LOAN004835,CUST01310,Green Energy Loan,208952,20,0.07,2019-03-16,14
LOAN004836,CUST04142,Maziwa Loan,255148,7,0.09,2023-06-15,14
LOAN004837,CUST01104,Salary Advance,16737,12,0.05,2020-08-31,3
LOAN004838,CUST04864,Special Advance,92531,3,0.06,2019-08-29,2
LOAN004839,CUST00860,Maziwa Loan,415268,28,0.09,2023-05-22,13
LOAN004840,CUST04982,Emergency Loan,20596,12,0.09,2022-11-15,3
LOAN004841,CUST01486,Maziwa Loan,397200,34,0.09,2024-01-15,13
LOAN004842,CUST04334,Additional Loan,101558,11,0.1,2019-01-09,10
LOAN004843,CUST00467,Maziwa Loan,314087,34,0.09,2019-11-30,9
LOAN004844,CUST03281,Additional Loan,195269,11,0.1,2020-01-28,9
LOAN004845,CUST04286,Boda Boda Loan,133771,22,0.12,2021-02-17,11
LOAN004846,CUST04765,Boda Boda Loan,698866,22,0.12,2020-01-22,14
LOAN004847,CUST02174,Maziwa Loan,419468,24,0.09,2023-11-19,14
LOAN004848,CUST01496,Boda Boda Loan,223877,12,0.12,2019-08-10,7
LOAN004849,CUST02131,Seasonal Advance,264008,11,0.08,2024-02-10,9
LOAN004850,CUST02091,Additional Loan,101164,36,0.1,2022-05-10,14
LOAN004851,CUST01316,Special Advance,37618,10,0.06,2019-05-10,1
LOAN004852,CUST04983,Additional Loan,405311,6,0.1,2021-04-06,9
LOAN004853,CUST02193,Salary Advance,70831,10,0.05,2021-02-08,3
LOAN004854,CUST04278,Salary Advance,33098,5,0.05,2020-04-01,3
LOAN004855,CUST01184,Special Advance,84800,10,0.06,2022-06-25,1
LOAN004856,CUST00767,Salary Advance,40525,4,0.05,2020-06-18,3
LOAN004857,CUST02030,Maziwa Loan,109618,25,0.09,2022-11-07,11
LOAN004858,CUST02592,Special Advance,36874,3,0.06,2019-11-01,3
LOAN004859,CUST03650,Special Advance,57660,12,0.06,2021-09-17,1
LOAN004860,CUST03910,Normal Loan,113035,22,0.1,2023-01-03,11
LOAN004861,CUST02675,Emergency Loan,15617,6,0.09,2020-01-11,2
LOAN004862,CUST00420,Green Energy Loan,460230,28,0.07,2023-09-18,14
LOAN004863,CUST00262,Green Energy Loan,463054,36,0.07,2020-01-06,13
LOAN004864,CUST04636,Normal Loan,201706,41,0.1,2020-11-12,7
LOAN004865,CUST00903,Boda Boda Loan,130970,25,0.12,2024-02-03,12
LOAN004866,CUST04846,Boda Boda Loan,324275,12,0.12,2022-12-15,9
LOAN004867,CUST00915,Avocado Loan,916976,32,0.11,2019-03-29,14
LOAN004868,CUST00050,Boda Boda Loan,428361,51,0.12,2019-01-13,7
LOAN004869,CUST02010,Boda Boda Loan,732864,45,0.12,2023-08-29,8
LOAN004870,CUST00632,Normal Loan,727020,47,0.1,2023-06-28,12
LOAN004871,CUST01574,Green Energy Loan,362638,10,0.07,2023-08-11,8
LOAN004872,CUST00723,Jipange Loan,74748,16,0.08,2021-07-12,1
LOAN004873,CUST02311,Salary Advance,72896,11,0.05,2019-06-07,3
LOAN004874,CUST00209,Seasonal Advance,147373,14,0.08,2021-08-27,13
LOAN004875,CUST00889,Seasonal Advance,469271,7,0.08,2023-09-27,12
LOAN004876,CUST04460,Additional Loan,496172,29,0.1,2022-06-06,13
LOAN004877,CUST00103,Seasonal Advance,430394,9,0.08,2023-06-15,14
LOAN004878,CUST02001,Additional Loan,288226,15,0.1,2023-07-21,8
LOAN004879,CUST04448,Salary Advance,47958,10,0.05,2019-03-18,1
LOAN004880,CUST02140,Salary Advance,87247,11,0.05,2023-07-16,1
LOAN004881,CUST03101,Normal Loan,716929,17,0.1,2019-12-12,9
LOAN004882,CUST01977,Additional Loan,172506,15,0.1,2023-07-23,12
LOAN004883,CUST04302,Additional Loan,63025,26,0.1,2020-10-11,1
LOAN004884,CUST02853,Boda Boda Loan,88148,37,0.12,2024-03-27,3
LOAN004885,CUST01869,Green Energy Loan,378817,34,0.07,2023-01-26,8
LOAN004886,CUST02066,Special Advance,98015,5,0.06,2021-02-04,1
LOAN004887,CUST01916,Special Advance,69153,3,0.06,2024-10-13,3
LOAN004888,CUST00177,Additional Loan,494810,9,0.1,2020-04-20,8
LOAN004889,CUST03723,Avocado Loan,574613,18,0.11,2024-11-05,12
LOAN004890,CUST00441,Normal Loan,393497,41,0.1,2022-07-20,11
LOAN004891,CUST02579,Boda Boda Loan,759547,19,0.12,2019-10-09,9
LOAN004892,CUST02676,Emergency Loan,43424,5,0.09,2021-06-19,3
LOAN004893,CUST02869,Normal Loan,352380,22,0.1,2019-05-24,8
